,Recipe Number,Rating,Number of Ratings
23064,23064,0,0
23066,23066,0,0
23067,23067,0,0
23068,23068,0,0
23069,23069,0,0
23070,23070,0,0
23071,23071,0,0
23072,23072,0,0
23073,23073,0,0
23074,23074,0,0
23075,23075,0,0
23076,23076,0,0
23077,23077,0,0
23080,23080,0,0
23081,23081,0,0
23082,23082,0,0
23083,23083,0,0
23084,23084,0,0
23085,23085,0,0
23086,23086,0,0
23088,23088,0,0
23089,23089,0,0
23090,23090,0,0
23091,23091,0,0
23092,23092,0,0
23094,23094,0,0
23095,23095,0,0
23096,23096,0,0
23097,23097,0,0
23098,23098,0,0
23099,23099,0,0
23100,23100,0,0
23101,23101,0,0
23102,23102,0,0
23103,23103,0,0
23104,23104,0,0
23105,23105,0,0
23107,23107,0,0
23108,23108,0,0
23109,23109,0,0
23110,23110,0,0
23111,23111,0,0
23112,23112,0,0
23114,23114,0,0
23115,23115,0,0
23116,23116,0,0
23117,23117,0,0
23118,23118,0,0
23119,23119,0,0
23121,23121,0,0
23122,23122,0,0
23123,23123,0,0
23124,23124,0,0
23126,23126,0,0
23128,23128,0,0
23129,23129,0,0
23130,23130,0,0
23131,23131,0,0
23132,23132,0,0
23133,23133,0,0
23134,23134,0,0
23135,23135,0,0
23136,23136,0,0
23137,23137,0,0
23138,23138,0,0
23139,23139,0,0
23140,23140,0,0
23141,23141,0,0
23142,23142,0,0
23143,23143,0,0
23144,23144,0,0
23145,23145,0,0
23146,23146,0,0
23147,23147,0,0
23148,23148,0,0
23149,23149,0,0
23150,23150,0,0
23151,23151,0,0
23152,23152,0,0
23153,23153,0,0
23155,23155,0,0
23156,23156,0,0
23157,23157,0,0
23158,23158,0,0
23159,23159,0,0
23160,23160,0,0
23161,23161,0,0
23162,23162,0,0
23163,23163,0,0
23164,23164,0,0
23165,23165,0,0
23166,23166,0,0
23167,23167,0,0
23168,23168,0,0
23169,23169,0,0
23170,23170,0,0
23171,23171,0,0
23172,23172,0,0
23173,23173,0,0
23174,23174,0,0
23175,23175,0,0
23176,23176,0,0
23177,23177,0,0
23180,23180,0,0
23181,23181,0,0
23182,23182,0,0
23183,23183,0,0
23185,23185,0,0
23186,23186,0,0
23187,23187,0,0
23188,23188,0,0
23189,23189,0,0
23192,23192,0,0
23193,23193,0,0
23194,23194,0,0
23195,23195,0,0
23196,23196,0,0
23197,23197,0,0
23198,23198,0,0
23200,23200,0,0
23201,23201,0,0
23202,23202,0,0
23203,23203,0,0
23204,23204,0,0
23205,23205,0,0
23206,23206,0,0
23207,23207,0,0
23209,23209,0,0
23210,23210,0,0
23211,23211,0,0
23212,23212,0,0
23213,23213,0,0
23214,23214,0,0
23215,23215,0,0
23216,23216,0,0
23217,23217,0,0
23219,23219,0,0
23220,23220,0,0
23221,23221,0,0
23222,23222,0,0
23223,23223,0,0
23224,23224,0,0
23227,23227,0,0
23229,23229,0,0
23230,23230,0,0
23231,23231,0,0
23232,23232,0,0
23233,23233,0,0
23234,23234,0,0
23235,23235,0,0
23236,23236,0,0
23237,23237,0,0
23238,23238,0,0
23239,23239,0,0
23240,23240,0,0
23241,23241,0,0
23242,23242,0,0
23243,23243,0,0
23244,23244,0,0
23245,23245,0,0
23246,23246,0,0
23247,23247,0,0
23248,23248,0,0
23249,23249,0,0
23250,23250,0,0
23251,23251,0,0
23252,23252,0,0
23253,23253,0,0
23254,23254,0,0
23255,23255,0,0
23256,23256,0,0
23257,23257,0,0
23258,23258,0,0
23259,23259,0,0
23260,23260,0,0
23261,23261,0,0
23262,23262,0,0
23263,23263,0,0
23264,23264,0,0
23265,23265,0,0
23266,23266,0,0
23267,23267,0,0
23268,23268,0,0
23269,23269,0,0
23270,23270,0,0
23271,23271,0,0
23272,23272,0,0
23273,23273,0,0
23275,23275,0,0
23276,23276,0,0
23277,23277,0,0
23279,23279,0,0
23280,23280,0,0
23281,23281,0,0
23282,23282,0,0
23283,23283,0,0
23284,23284,0,0
23285,23285,0,0
23287,23287,0,0
23288,23288,0,0
23289,23289,0,0
23290,23290,0,0
23291,23291,0,0
23292,23292,0,0
23293,23293,0,0
23294,23294,0,0
23295,23295,0,0
23296,23296,0,0
23297,23297,0,0
23298,23298,0,0
23299,23299,0,0
23300,23300,0,0
23302,23302,0,0
23304,23304,0,0
23305,23305,0,0
23306,23306,0,0
23307,23307,0,0
23308,23308,0,0
23309,23309,0,0
23310,23310,0,0
23311,23311,0,0
23312,23312,0,0
23313,23313,0,0
23314,23314,0,0
23315,23315,0,0
23316,23316,0,0
23317,23317,0,0
23318,23318,0,0
23319,23319,0,0
23320,23320,0,0
23321,23321,0,0
23322,23322,0,0
23323,23323,0,0
23324,23324,0,0
23325,23325,0,0
23326,23326,0,0
23327,23327,0,0
23328,23328,0,0
23329,23329,0,0
23330,23330,0,0
23331,23331,0,0
23332,23332,0,0
23333,23333,0,0
23334,23334,0,0
23335,23335,0,0
23336,23336,0,0
23337,23337,0,0
23339,23339,0,0
23340,23340,0,0
23341,23341,0,0
23342,23342,0,0
23343,23343,0,0
23344,23344,0,0
23345,23345,0,0
23346,23346,0,0
23347,23347,0,0
23348,23348,0,0
23349,23349,0,0
23350,23350,0,0
23351,23351,0,0
23352,23352,0,0
23353,23353,0,0
23355,23355,0,0
23356,23356,0,0
23357,23357,0,0
23359,23359,0,0
23360,23360,0,0
23361,23361,0,0
23362,23362,0,0
23363,23363,0,0
23364,23364,0,0
23365,23365,0,0
23366,23366,0,0
23367,23367,0,0
23369,23369,0,0
23370,23370,0,0
23371,23371,0,0
23372,23372,0,0
23373,23373,0,0
23374,23374,0,0
23375,23375,0,0
23376,23376,0,0
23377,23377,0,0
23378,23378,0,0
23379,23379,0,0
23380,23380,0,0
23381,23381,0,0
23382,23382,0,0
23384,23384,0,0
23385,23385,0,0
23386,23386,0,0
23388,23388,0,0
23389,23389,0,0
23390,23390,0,0
23391,23391,0,0
23392,23392,0,0
23393,23393,0,0
23394,23394,0,0
23395,23395,0,0
23396,23396,0,0
23397,23397,0,0
23398,23398,0,0
23399,23399,0,0
23400,23400,0,0
23401,23401,0,0
23402,23402,0,0
23404,23404,0,0
23405,23405,0,0
23406,23406,0,0
23407,23407,0,0
23408,23408,0,0
23409,23409,0,0
23411,23411,0,0
23412,23412,0,0
23413,23413,0,0
23414,23414,0,0
23416,23416,0,0
23417,23417,0,0
23418,23418,0,0
23419,23419,0,0
23420,23420,0,0
23421,23421,0,0
23422,23422,0,0
23423,23423,0,0
23424,23424,0,0
23425,23425,0,0
23426,23426,0,0
23427,23427,0,0
23428,23428,0,0
23429,23429,0,0
23430,23430,0,0
23431,23431,0,0
23432,23432,0,0
23433,23433,0,0
23434,23434,0,0
23435,23435,0,0
23436,23436,0,0
23437,23437,0,0
23438,23438,0,0
23439,23439,0,0
23440,23440,0,0
23441,23441,0,0
23442,23442,0,0
23443,23443,0,0
23444,23444,0,0
23445,23445,0,0
23447,23447,0,0
23448,23448,0,0
23450,23450,0,0
23451,23451,0,0
23452,23452,0,0
23517,23517,0,0
23518,23518,0,0
23519,23519,0,0
23520,23520,0,0
23521,23521,0,0
23522,23522,0,0
23523,23523,0,0
23524,23524,0,0
23525,23525,0,0
23526,23526,0,0
23527,23527,0,0
23528,23528,0,0
23529,23529,0,0
23530,23530,0,0
23531,23531,0,0
23532,23532,0,0
23533,23533,0,0
23534,23534,0,0
23535,23535,0,0
23536,23536,0,0
23537,23537,0,0
23538,23538,0,0
23539,23539,0,0
23540,23540,0,0
23541,23541,0,0
23542,23542,0,0
23543,23543,0,0
23544,23544,0,0
23545,23545,0,0
23546,23546,0,0
23547,23547,0,0
23548,23548,0,0
23549,23549,0,0
23550,23550,0,0
23551,23551,0,0
23552,23552,0,0
23553,23553,0,0
23554,23554,0,0
23555,23555,0,0
23556,23556,0,0
23557,23557,0,0
23558,23558,0,0
23559,23559,0,0
23560,23560,0,0
23561,23561,0,0
23562,23562,0,0
23563,23563,0,0
23564,23564,0,0
23565,23565,0,0
23566,23566,0,0
23567,23567,0,0
23568,23568,0,0
23569,23569,0,0
23570,23570,0,0
23571,23571,0,0
23572,23572,0,0
23573,23573,0,0
23574,23574,0,0
23575,23575,0,0
23576,23576,0,0
23577,23577,0,0
23578,23578,0,0
23579,23579,0,0
23580,23580,0,0
23581,23581,0,0
23582,23582,0,0
23583,23583,0,0
23584,23584,0,0
23585,23585,0,0
23586,23586,0,0
23587,23587,0,0
23588,23588,0,0
23589,23589,0,0
23590,23590,0,0
23591,23591,0,0
23592,23592,0,0
23593,23593,0,0
23594,23594,0,0
23595,23595,0,0
23596,23596,0,0
23597,23597,0,0
23598,23598,0,0
23599,23599,0,0
23600,23600,0,0
23601,23601,0,0
23602,23602,0,0
23603,23603,0,0
23604,23604,0,0
23605,23605,0,0
23606,23606,0,0
23607,23607,0,0
23608,23608,0,0
23609,23609,0,0
23610,23610,0,0
23611,23611,0,0
23612,23612,0,0
23613,23613,0,0
23614,23614,0,0
23615,23615,0,0
23616,23616,0,0
23617,23617,0,0
23618,23618,0,0
23619,23619,0,0
23620,23620,0,0
23621,23621,0,0
23622,23622,0,0
23623,23623,0,0
23624,23624,0,0
23625,23625,0,0
23626,23626,0,0
23627,23627,0,0
23628,23628,0,0
23629,23629,0,0
23630,23630,0,0
23631,23631,0,0
23632,23632,0,0
23633,23633,0,0
23634,23634,0,0
23635,23635,0,0
23636,23636,0,0
23637,23637,0,0
23638,23638,0,0
23639,23639,0,0
23640,23640,0,0
23641,23641,0,0
23642,23642,0,0
23643,23643,0,0
23644,23644,0,0
23645,23645,0,0
23646,23646,0,0
23647,23647,0,0
23648,23648,0,0
23649,23649,0,0
23650,23650,0,0
23651,23651,0,0
23652,23652,0,0
23653,23653,0,0
23654,23654,0,0
23655,23655,0,0
23656,23656,0,0
23657,23657,0,0
23658,23658,0,0
23659,23659,0,0
23660,23660,0,0
23661,23661,0,0
23662,23662,0,0
23663,23663,0,0
23664,23664,0,0
23666,23666,0,0
23667,23667,0,0
23668,23668,0,0
23669,23669,0,0
23670,23670,0,0
23671,23671,0,0
23672,23672,0,0
23673,23673,0,0
23674,23674,0,0
23675,23675,0,0
23676,23676,0,0
23677,23677,0,0
23678,23678,0,0
23679,23679,0,0
23680,23680,0,0
23681,23681,0,0
23682,23682,0,0
23683,23683,0,0
23684,23684,0,0
23685,23685,0,0
23686,23686,0,0
23687,23687,0,0
23688,23688,0,0
23689,23689,0,0
23690,23690,0,0
23691,23691,0,0
23692,23692,0,0
23693,23693,0,0
23694,23694,0,0
23695,23695,0,0
23696,23696,0,0
23697,23697,0,0
23698,23698,0,0
23699,23699,0,0
23700,23700,0,0
23701,23701,0,0
23702,23702,0,0
23703,23703,0,0
23704,23704,0,0
23705,23705,0,0
23706,23706,0,0
23707,23707,0,0
23708,23708,0,0
23709,23709,0,0
23710,23710,0,0
23711,23711,0,0
23712,23712,0,0
23713,23713,0,0
23714,23714,0,0
23715,23715,0,0
23716,23716,0,0
23717,23717,0,0
23718,23718,0,0
23719,23719,0,0
23720,23720,0,0
23721,23721,0,0
23722,23722,0,0
23723,23723,0,0
23724,23724,0,0
23725,23725,0,0
23726,23726,0,0
23727,23727,0,0
23728,23728,0,0
23729,23729,0,0
23730,23730,0,0
23731,23731,0,0
23732,23732,0,0
23733,23733,0,0
23734,23734,0,0
23735,23735,0,0
23736,23736,0,0
23737,23737,0,0
23738,23738,0,0
23739,23739,0,0
23740,23740,0,0
23743,23743,0,0
23744,23744,0,0
23745,23745,0,0
23746,23746,0,0
23747,23747,0,0
23748,23748,0,0
23749,23749,0,0
23750,23750,0,0
23751,23751,0,0
23752,23752,0,0
23753,23753,0,0
23754,23754,0,0
23755,23755,0,0
23756,23756,0,0
23757,23757,0,0
23758,23758,0,0
23759,23759,0,0
23760,23760,0,0
23761,23761,0,0
23762,23762,0,0
23763,23763,0,0
23764,23764,0,0
23765,23765,0,0
23766,23766,0,0
23767,23767,0,0
23768,23768,0,0
23769,23769,0,0
23770,23770,0,0
23771,23771,0,0
23772,23772,0,0
23773,23773,0,0
23774,23774,0,0
23775,23775,0,0
23776,23776,0,0
23777,23777,0,0
23778,23778,0,0
23779,23779,0,0
23780,23780,0,0
23781,23781,0,0
23782,23782,0,0
23783,23783,0,0
23784,23784,0,0
23785,23785,0,0
23786,23786,0,0
23787,23787,0,0
23788,23788,0,0
23789,23789,0,0
23790,23790,0,0
23791,23791,0,0
23792,23792,0,0
23793,23793,0,0
23794,23794,0,0
23795,23795,0,0
23796,23796,0,0
23797,23797,0,0
23798,23798,0,0
23799,23799,0,0
23800,23800,0,0
23801,23801,0,0
23802,23802,0,0
23803,23803,0,0
23804,23804,0,0
23805,23805,0,0
23806,23806,0,0
23807,23807,0,0
23808,23808,0,0
23809,23809,0,0
23810,23810,0,0
23811,23811,0,0
23812,23812,0,0
23813,23813,0,0
23814,23814,0,0
23815,23815,0,0
23816,23816,0,0
23817,23817,0,0
23818,23818,0,0
23819,23819,0,0
23820,23820,0,0
23821,23821,0,0
23822,23822,0,0
23823,23823,0,0
23824,23824,0,0
23825,23825,0,0
23826,23826,0,0
23827,23827,0,0
23828,23828,0,0
23829,23829,0,0
23830,23830,0,0
23831,23831,0,0
23832,23832,0,0
23833,23833,0,0
23834,23834,0,0
23835,23835,0,0
23836,23836,0,0
23837,23837,0,0
23838,23838,0,0
23839,23839,0,0
23840,23840,0,0
23841,23841,0,0
23842,23842,0,0
23843,23843,0,0
23844,23844,0,0
23845,23845,0,0
23846,23846,0,0
23847,23847,0,0
23848,23848,0,0
23849,23849,0,0
23850,23850,0,0
23851,23851,0,0
23852,23852,0,0
23853,23853,0,0
23854,23854,0,0
23855,23855,0,0
23856,23856,0,0
23857,23857,0,0
23858,23858,0,0
23859,23859,0,0
23860,23860,0,0
23861,23861,0,0
23862,23862,0,0
23863,23863,0,0
23864,23864,0,0
23865,23865,0,0
23866,23866,0,0
23867,23867,0,0
23868,23868,0,0
23869,23869,0,0
23870,23870,0,0
23871,23871,0,0
23872,23872,0,0
23873,23873,0,0
23874,23874,0,0
23875,23875,0,0
23876,23876,0,0
23877,23877,0,0
23878,23878,0,0
23880,23880,0,0
23881,23881,0,0
23882,23882,0,0
23883,23883,0,0
23884,23884,0,0
23885,23885,0,0
23886,23886,0,0
23887,23887,0,0
23888,23888,0,0
23889,23889,0,0
23890,23890,0,0
23891,23891,0,0
23892,23892,0,0
23893,23893,0,0
23894,23894,0,0
23895,23895,0,0
23896,23896,0,0
23897,23897,0,0
23898,23898,0,0
23899,23899,0,0
23900,23900,0,0
23901,23901,0,0
23902,23902,0,0
23903,23903,0,0
23904,23904,0,0
23905,23905,0,0
23906,23906,0,0
23907,23907,0,0
23908,23908,0,0
23909,23909,0,0
23910,23910,0,0
23911,23911,0,0
23912,23912,0,0
23913,23913,0,0
23914,23914,0,0
23915,23915,0,0
23916,23916,0,0
23917,23917,0,0
23918,23918,0,0
23919,23919,0,0
23920,23920,0,0
23921,23921,0,0
23922,23922,0,0
23923,23923,0,0
23924,23924,0,0
23925,23925,0,0
23926,23926,0,0
23927,23927,0,0
23928,23928,0,0
23929,23929,0,0
23930,23930,0,0
23931,23931,0,0
23932,23932,0,0
23933,23933,0,0
23934,23934,0,0
23935,23935,0,0
23936,23936,0,0
23937,23937,0,0
23938,23938,0,0
23939,23939,0,0
23940,23940,0,0
23941,23941,0,0
23942,23942,0,0
23943,23943,0,0
23944,23944,0,0
23945,23945,0,0
23946,23946,0,0
23947,23947,0,0
23948,23948,0,0
23949,23949,0,0
23950,23950,0,0
23951,23951,0,0
23952,23952,0,0
23953,23953,0,0
23954,23954,0,0
23955,23955,0,0
23956,23956,0,0
23957,23957,0,0
23958,23958,0,0
23959,23959,0,0
23960,23960,0,0
23961,23961,0,0
23962,23962,0,0
23963,23963,0,0
23964,23964,0,0
23965,23965,0,0
23966,23966,0,0
23967,23967,0,0
23968,23968,0,0
23969,23969,0,0
23970,23970,0,0
23971,23971,0,0
23972,23972,0,0
23973,23973,0,0
23974,23974,0,0
23975,23975,0,0
23976,23976,0,0
23977,23977,0,0
23978,23978,0,0
23979,23979,0,0
23980,23980,0,0
23981,23981,0,0
23982,23982,0,0
23983,23983,0,0
23984,23984,0,0
23985,23985,0,0
23986,23986,0,0
23987,23987,0,0
23988,23988,0,0
23990,23990,0,0
23991,23991,0,0
23992,23992,0,0
23993,23993,0,0
23994,23994,0,0
23995,23995,0,0
23996,23996,0,0
23997,23997,0,0
23998,23998,0,0
23999,23999,0,0
24000,24000,0,0
24001,24001,0,0
24002,24002,0,0
24003,24003,0,0
24004,24004,0,0
24005,24005,0,0
24006,24006,0,0
24007,24007,0,0
24008,24008,0,0
24009,24009,0,0
24010,24010,0,0
24011,24011,0,0
24012,24012,0,0
24013,24013,0,0
24014,24014,0,0
24015,24015,0,0
24016,24016,0,0
24017,24017,0,0
24018,24018,0,0
24019,24019,0,0
24020,24020,0,0
24021,24021,0,0
24022,24022,0,0
24023,24023,0,0
24024,24024,0,0
24025,24025,0,0
24026,24026,0,0
24027,24027,0,0
24028,24028,0,0
24029,24029,0,0
24030,24030,0,0
24031,24031,0,0
24032,24032,0,0
24033,24033,0,0
24034,24034,0,0
24035,24035,0,0
24036,24036,0,0
24037,24037,0,0
24038,24038,0,0
24039,24039,0,0
24040,24040,0,0
24041,24041,0,0
24042,24042,0,0
24043,24043,0,0
24044,24044,0,0
24045,24045,0,0
24046,24046,0,0
24047,24047,0,0
24048,24048,0,0
24049,24049,0,0
24050,24050,0,0
24051,24051,0,0
24052,24052,0,0
24053,24053,0,0
24054,24054,0,0
24055,24055,0,0
24056,24056,0,0
24057,24057,0,0
24058,24058,0,0
24059,24059,0,0
24060,24060,0,0
24061,24061,0,0
24062,24062,0,0
24063,24063,0,0
24064,24064,0,0
24065,24065,0,0
24066,24066,0,0
24067,24067,0,0
24068,24068,0,0
24069,24069,0,0
24070,24070,0,0
24071,24071,0,0
24072,24072,0,0
24073,24073,0,0
24074,24074,0,0
24075,24075,0,0
24076,24076,0,0
24077,24077,0,0
24078,24078,0,0
24079,24079,0,0
24080,24080,0,0
24081,24081,0,0
24082,24082,0,0
24083,24083,0,0
24084,24084,0,0
24085,24085,0,0
24086,24086,0,0
24087,24087,0,0
24088,24088,0,0
24089,24089,0,0
24090,24090,0,0
24091,24091,0,0
24092,24092,0,0
24093,24093,0,0
24094,24094,0,0
24095,24095,0,0
24096,24096,0,0
24097,24097,0,0
24098,24098,0,0
24099,24099,0,0
24100,24100,0,0
24101,24101,0,0
24102,24102,0,0
24103,24103,0,0
24104,24104,0,0
24105,24105,0,0
24106,24106,0,0
24107,24107,0,0
24108,24108,0,0
24109,24109,0,0
24110,24110,0,0
24111,24111,0,0
24112,24112,0,0
24113,24113,0,0
24114,24114,0,0
24115,24115,0,0
24116,24116,0,0
24117,24117,0,0
24118,24118,0,0
24119,24119,0,0
24120,24120,0,0
24121,24121,0,0
24122,24122,0,0
24123,24123,0,0
24124,24124,0,0
24125,24125,0,0
24126,24126,0,0
24127,24127,0,0
24128,24128,0,0
24129,24129,0,0
24130,24130,0,0
24131,24131,0,0
24132,24132,0,0
24133,24133,0,0
24134,24134,0,0
24135,24135,0,0
24136,24136,0,0
24137,24137,0,0
24138,24138,0,0
24139,24139,0,0
24140,24140,0,0
24141,24141,0,0
24142,24142,0,0
24143,24143,0,0
24145,24145,0,0
24146,24146,0,0
24147,24147,0,0
24148,24148,0,0
24149,24149,0,0
24150,24150,0,0
24151,24151,0,0
24152,24152,0,0
24153,24153,0,0
24154,24154,0,0
24155,24155,0,0
24156,24156,0,0
24157,24157,0,0
24158,24158,0,0
24159,24159,0,0
24160,24160,0,0
24161,24161,0,0
24162,24162,0,0
24163,24163,0,0
24164,24164,0,0
24165,24165,0,0
24166,24166,0,0
24167,24167,0,0
24168,24168,0,0
24169,24169,0,0
24170,24170,0,0
24171,24171,0,0
24172,24172,0,0
24173,24173,0,0
24174,24174,0,0
24175,24175,0,0
24176,24176,0,0
24177,24177,0,0
24178,24178,0,0
24179,24179,0,0
24180,24180,0,0
24181,24181,0,0
24182,24182,0,0
24183,24183,0,0
24184,24184,0,0
24185,24185,0,0
24186,24186,0,0
24187,24187,0,0
24188,24188,0,0
24189,24189,0,0
24190,24190,0,0
24191,24191,0,0
24192,24192,0,0
24193,24193,0,0
24194,24194,0,0
24195,24195,0,0
24196,24196,0,0
24197,24197,0,0
24198,24198,0,0
24199,24199,0,0
24200,24200,0,0
24201,24201,0,0
24202,24202,0,0
24203,24203,0,0
24204,24204,0,0
24205,24205,0,0
24206,24206,0,0
24207,24207,0,0
24208,24208,0,0
24209,24209,0,0
24210,24210,0,0
24211,24211,0,0
38527,38527,0,0
38528,38528,0,0
38530,38530,0,0
38553,38553,0,0
38554,38554,0,0
38602,38602,0,0
38622,38622,0,0
38624,38624,0,0
38627,38627,0,0
38644,38644,0,0
38647,38647,0,0
38665,38665,0,0
38676,38676,0,0
38681,38681,0,0
38686,38686,0,0
38688,38688,0,0
38711,38711,0,0
38726,38726,0,0
38729,38729,0,0
38734,38734,0,0
38754,38754,0,0
38760,38760,0,0
38762,38762,0,0
38770,38770,0,0
38771,38771,0,0
38783,38783,0,0
38806,38806,0,0
38809,38809,0,0
38818,38818,0,0
38819,38819,0,0
38828,38828,0,0
38835,38835,0,0
38838,38838,0,0
38849,38849,0,0
38855,38855,0,0
38866,38866,0,0
38869,38869,0,0
38870,38870,0,0
38871,38871,0,0
38872,38872,0,0
38873,38873,0,0
38874,38874,0,0
38875,38875,0,0
38876,38876,0,0
38877,38877,0,0
38878,38878,0,0
38879,38879,0,0
38880,38880,0,0
38881,38881,0,0
38882,38882,0,0
38883,38883,0,0
38884,38884,0,0
38886,38886,0,0
38893,38893,0,0
38915,38915,0,0
38930,38930,0,0
38931,38931,0,0
38933,38933,0,0
38941,38941,0,0
38948,38948,0,0
38949,38949,0,0
38951,38951,0,0
38952,38952,0,0
38957,38957,0,0
38958,38958,0,0
38960,38960,0,0
38963,38963,0,0
38968,38968,0,0
38976,38976,0,0
38979,38979,0,0
38980,38980,0,0
38984,38984,0,0
38987,38987,0,0
38993,38993,0,0
38999,38999,0,0
39003,39003,0,0
39007,39007,0,0
39012,39012,0,0
39014,39014,0,0
39024,39024,0,0
39025,39025,0,0
39028,39028,0,0
39029,39029,0,0
39031,39031,0,0
39032,39032,0,0
39035,39035,0,0
39045,39045,0,0
39049,39049,0,0
39056,39056,0,0
39066,39066,0,0
39068,39068,0,0
39070,39070,0,0
39071,39071,0,0
39072,39072,0,0
39077,39077,0,0
39079,39079,0,0
39082,39082,0,0
39086,39086,0,0
39090,39090,0,0
39091,39091,0,0
39095,39095,0,0
39096,39096,0,0
39098,39098,0,0
39099,39099,0,0
39101,39101,0,0
39107,39107,0,0
39119,39119,0,0
39121,39121,0,0
39124,39124,0,0
39125,39125,0,0
39127,39127,0,0
39140,39140,0,0
39142,39142,0,0
39144,39144,0,0
39145,39145,0,0
39149,39149,0,0
39150,39150,0,0
39153,39153,0,0
39154,39154,0,0
39155,39155,0,0
39158,39158,0,0
39162,39162,0,0
39165,39165,0,0
39166,39166,0,0
39167,39167,0,0
39168,39168,0,0
39171,39171,0,0
39176,39176,0,0
39181,39181,0,0
39184,39184,0,0
39188,39188,0,0
39201,39201,0,0
39212,39212,0,0
39217,39217,0,0
39225,39225,0,0
39228,39228,0,0
39231,39231,0,0
39232,39232,0,0
39239,39239,0,0
39253,39253,0,0
39258,39258,0,0
39262,39262,0,0
39302,39302,0,0
39303,39303,0,0
39304,39304,0,0
39345,39345,0,0
39351,39351,0,0
39354,39354,0,0
39358,39358,0,0
39362,39362,0,0
39374,39374,0,0
39376,39376,0,0
39379,39379,0,0
39380,39380,0,0
39381,39381,0,0
39382,39382,0,0
39383,39383,0,0
39384,39384,0,0
39391,39391,0,0
39399,39399,0,0
39432,39432,0,0
39446,39446,0,0
39447,39447,0,0
39448,39448,0,0
39455,39455,0,0
39456,39456,0,0
39459,39459,0,0
39460,39460,0,0
45729,45729,0,0
45736,45736,0,0
45740,45740,0,0
45745,45745,0,0
45761,45761,0,0
45771,45771,0,0
45777,45777,0,0
45782,45782,0,0
45783,45783,0,0
45784,45784,0,0
45785,45785,0,0
45787,45787,0,0
45796,45796,0,0
45807,45807,0,0
45812,45812,0,0
45825,45825,0,0
45827,45827,0,0
45828,45828,0,0
45833,45833,0,0
45837,45837,0,0
45840,45840,0,0
45842,45842,0,0
45844,45844,0,0
45845,45845,0,0
45853,45853,0,0
45856,45856,0,0
45863,45863,0,0
45883,45883,0,0
45895,45895,0,0
45898,45898,0,0
45899,45899,0,0
45907,45907,0,0
45921,45921,0,0
45930,45930,0,0
45932,45932,0,0
45933,45933,0,0
45934,45934,0,0
45942,45942,0,0
45943,45943,0,0
45947,45947,0,0
45954,45954,0,0
45957,45957,0,0
45963,45963,0,0
45968,45968,0,0
45970,45970,0,0
45971,45971,0,0
45991,45991,0,0
45992,45992,0,0
46005,46005,0,0
46006,46006,0,0
46019,46019,0,0
46028,46028,0,0
46029,46029,0,0
46042,46042,0,0
46054,46054,0,0
46065,46065,0,0
46078,46078,0,0
46081,46081,0,0
46088,46088,0,0
46114,46114,0,0
46119,46119,0,0
46124,46124,0,0
46126,46126,0,0
46127,46127,0,0
46135,46135,0,0
46136,46136,0,0
46139,46139,0,0
46156,46156,0,0
46158,46158,0,0
46159,46159,0,0
46165,46165,0,0
46168,46168,0,0
46171,46171,0,0
46182,46182,0,0
46185,46185,0,0
46199,46199,0,0
46214,46214,0,0
46219,46219,0,0
46232,46232,0,0
46247,46247,0,0
46250,46250,0,0
46272,46272,0,0
46273,46273,0,0
46286,46286,0,0
46291,46291,0,0
46293,46293,0,0
46294,46294,0,0
46299,46299,0,0
46300,46300,0,0
46302,46302,0,0
46307,46307,0,0
46308,46308,0,0
46310,46310,0,0
46312,46312,0,0
46316,46316,0,0
46318,46318,0,0
46320,46320,0,0
46321,46321,0,0
46324,46324,0,0
46330,46330,0,0
46347,46347,0,0
46350,46350,0,0
46351,46351,0,0
46353,46353,0,0
46360,46360,0,0
46361,46361,0,0
46372,46372,0,0
46382,46382,0,0
46385,46385,0,0
46386,46386,0,0
46395,46395,0,0
46402,46402,0,0
46415,46415,0,0
46420,46420,0,0
46421,46421,0,0
46422,46422,0,0
46423,46423,0,0
46424,46424,0,0
46425,46425,0,0
46426,46426,0,0
46427,46427,0,0
46428,46428,0,0
46429,46429,0,0
46435,46435,0,0
46445,46445,0,0
46462,46462,0,0
46464,46464,0,0
46479,46479,0,0
46490,46490,0,0
46492,46492,0,0
46495,46495,0,0
46497,46497,0,0
46508,46508,0,0
46512,46512,0,0
46525,46525,0,0
46530,46530,0,0
46537,46537,0,0
46543,46543,0,0
46547,46547,0,0
46561,46561,0,0
46568,46568,0,0
46570,46570,0,0
46574,46574,0,0
46595,46595,0,0
46604,46604,0,0
46607,46607,0,0
46609,46609,0,0
46627,46627,0,0
46638,46638,0,0
46645,46645,0,0
46647,46647,0,0
46648,46648,0,0
46653,46653,0,0
46654,46654,0,0
46659,46659,0,0
46662,46662,0,0
46664,46664,0,0
46675,46675,0,0
46677,46677,0,0
46678,46678,0,0
46679,46679,0,0
46704,46704,0,0
46713,46713,0,0
46719,46719,0,0
46722,46722,0,0
46729,46729,0,0
46733,46733,0,0
46739,46739,0,0
46740,46740,0,0
46759,46759,0,0
46760,46760,0,0
46763,46763,0,0
46765,46765,0,0
46767,46767,0,0
46777,46777,0,0
46781,46781,0,0
46790,46790,0,0
46799,46799,0,0
46813,46813,0,0
46815,46815,0,0
46818,46818,0,0
46819,46819,0,0
46822,46822,0,0
46838,46838,0,0
46846,46846,0,0
46849,46849,0,0
46856,46856,0,0
46859,46859,0,0
46874,46874,0,0
46876,46876,0,0
